City,Product Type,Trip or Order Status,Request Time,Begin Trip Time,Begin Trip Lat,Begin Trip Lng,Begin Trip Address,Dropoff Time,Dropoff Lat,Dropoff Lng,Dropoff Address,Distance (miles),Fare Amount,Fare Currency
Hyderabad,UberAuto,DRIVER_CANCELED,2019-03-17 10:25:07 +0000 UTC,2019-03-17 10:25:16 +0000 UTC,17.4562416,78.4792628,"Unnamed Road, Bowenpally Colony, Bowenpally, Hyderabad, Telangana 500011, India",1970-01-01 00:00:00 +0000 UTC,17.4562416,78.479263,"8-2-674/B/2/28, Rd Number 13A, Sai Nagar Colony, Mithila Nagar, Banjara Hills, Hyderabad, Telangana 500034, India",0.00,0,INR
Hyderabad,UberAuto,DRIVER_CANCELED,2019-03-17 10:14:12 +0000 UTC,2019-03-17 10:23:54 +0000 UTC,17.4515832,78.4859853,"Unnamed Road, Bowenpally Colony, Bowenpally, Hyderabad, Telangana 500011, India",1970-01-01 00:00:00 +0000 UTC,17.4562361,78.479209,"8-2-674/B/2/28, Rd Number 13A, Sai Nagar Colony, Mithila Nagar, Banjara Hills, Hyderabad, Telangana 500034, India",0.02,0,INR
Hyderabad,UberAuto,CANCELED,2019-03-12 09:15:15 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,17.4600191,78.4748704,,1970-01-01 00:00:00 +0000 UTC,17.4600188,78.4748704,"Chikoti Gardens, Begumpet, Chikoti Gardens, Begumpet, Hyderabad, Telangana 500016, India",0.00,0,INR
Hyderabad,Express Pool,CANCELED,2019-03-12 09:08:29 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,17.4522455,78.4861198,,1970-01-01 00:00:00 +0000 UTC,17.4517055,78.486278,"1-10-63/16,Plot 59, Old Patigadda, Chikoti Gardens, Begumpet, Hyderabad, Telangana 500016, India",0.00,0,INR
Hyderabad,,UNFULFILLED,2019-03-12 08:47:55 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"Chikoti Gardens, Begumpet, Chikoti Gardens, Begumpet, Hyderabad, Telangana 500016, India",0.00,0,INR
Hyderabad,Moto,CANCELED,2019-03-11 05:29:54 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,17.4672149,78.4821911,,1970-01-01 00:00:00 +0000 UTC,17.4643151,78.481256,"Chikoti Gardens, Begumpet, Chikoti Gardens, Begumpet, Hyderabad, Telangana 500016, India",0.00,0,INR
Hyderabad,Express Pool: MATCHED,COMPLETED,2019-03-10 16:47:39 +0000 UTC,2019-03-10 17:00:51 +0000 UTC,17.4474775,78.3844524,PVR Icon  Main Entrance PVR Icon Madhapur,2019-03-10 17:53:04 +0000 UTC,17.4570337,78.4787231,"Ashish Gardens, New Bowenpally, Telangana 500011, India",11.34,189,INR
Hyderabad,Moto,CANCELED,2019-03-10 15:28:18 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,17.4520583,78.3637631,,1970-01-01 00:00:00 +0000 UTC,17.452057,78.3637615,"Bowenpally,, New Bowenpally, Secunderabad, Telangana 500009, India",0.00,0,INR
Hyderabad,Express Pool: MATCHED,COMPLETED,2019-03-10 12:13:36 +0000 UTC,2019-03-10 12:21:48 +0000 UTC,17.4577562,78.4788638,"Ashish Gardens, New Bowenpally, Telangana 500011, India",2019-03-10 12:56:57 +0000 UTC,17.4686386,78.3763716,"Hitex Exhibition Centre, 5/6 to 5/12, Hitech City Rd, Madhapur, Hyderabad, Telangana 500084, India",9.78,171.25,INR
Hyderabad,Moto,CANCELED,2019-03-10 12:13:01 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"Hitex Exhibition Centre, 5/6 to 5/12, Hitech City Rd, Madhapur, Hyderabad, Telangana 500084, India",0.00,0,INR
Hyderabad,Express Pool,CANCELED,2019-03-10 12:08:38 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,17.4576192,78.4876923,,1970-01-01 00:00:00 +0000 UTC,17.4576374,78.4877069,"Hitex Road, Izzathnagar, Kothaguda, Hyderabad, Telangana 500084, India",0.00,0,INR
Hyderabad,Express Pool,CANCELED,2019-03-10 12:04:53 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,17.4564977,78.4849504,,1970-01-01 00:00:00 +0000 UTC,17.4559068,78.4833023,"Hitex Road, Izzathnagar, Kothaguda, Hyderabad, Telangana 500084, India",0.00,0,INR
Hyderabad,Moto,DRIVER_CANCELED,2019-03-09 18:00:21 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,17.4457571,78.3859085,,1970-01-01 00:00:00 +0000 UTC,17.445785,78.385931,"Bowenpally,, New Bowenpally, Secunderabad, Telangana 500009, India",0.00,0,INR
Hyderabad,Moto,CANCELED,2019-03-09 17:58:15 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"Bowenpally,, New Bowenpally, Secunderabad, Telangana 500009, India",0.00,0,INR
Hyderabad,Moto,DRIVER_CANCELED,2019-03-09 17:48:42 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,17.4427443,78.3699016,,1970-01-01 00:00:00 +0000 UTC,17.4391532,78.3782581,"Bowenpally,, New Bowenpally, Secunderabad, Telangana 500009, India",0.00,0,INR
Hyderabad,,UNFULFILLED,2019-03-09 17:46:29 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"Bowenpally,, New Bowenpally, Secunderabad, Telangana 500009, India",0.00,0,INR
Hyderabad,,UNFULFILLED,2019-03-09 17:44:12 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"Bowenpally,, New Bowenpally, Secunderabad, Telangana 500009, India",0.00,0,INR
Hyderabad,Moto,CANCELED,2019-03-09 17:37:04 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"Bowenpally,, New Bowenpally, Secunderabad, Telangana 500009, India",0.00,0,INR
Hyderabad,Moto,CANCELED,2019-03-09 17:35:06 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"Bowenpally,, New Bowenpally, Secunderabad, Telangana 500009, India",0.00,0,INR
Hyderabad,Moto,COMPLETED,2019-03-09 13:27:52 +0000 UTC,2019-03-09 13:37:29 +0000 UTC,17.4214365,78.4566786,Asian Gastroenterology Main Entrance Asian Institute of Gastroenterology,2019-03-09 14:03:17 +0000 UTC,17.4458144,78.3848975,"Ground Floor, SBR, Opp Pizza Hut, C.V. Towers, HUDA Techno Enclave, Madhapur, Hyderabad, Telangana 500081, India",6.47,100.3,INR
Hyderabad,Moto,COMPLETED,2019-03-03 10:29:30 +0000 UTC,2019-03-03 10:38:06 +0000 UTC,17.4561977,78.4792575,"New Bowenpally, hydharnagar, Hydernagar, Karnataka 500011, India",2019-03-03 11:00:33 +0000 UTC,17.4115884,78.4443292,"8-2-674/B/2/28, Rd Number 13A, Sai Nagar Colony, Mithila Nagar, Banjara Hills, Hyderabad, Telangana 500034, India",6.83,106.92,INR
Hyderabad,Moto,CANCELED,2019-03-03 10:28:24 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"8-2-674/B/2/28, Rd Number 13A, Sai Nagar Colony, Mithila Nagar, Banjara Hills, Hyderabad, Telangana 500034, India",0.00,0,INR
Hyderabad,Moto,CANCELED,2019-03-03 10:26:51 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"8-2-674/B/2/28, Rd Number 13A, Sai Nagar Colony, Mithila Nagar, Banjara Hills, Hyderabad, Telangana 500034, India",0.00,0,INR
Hyderabad,UberAuto,COMPLETED,2019-02-28 13:39:42 +0000 UTC,2019-02-28 13:46:32 +0000 UTC,17.441182,78.4653787,"1-10-66/A, Begumpet Road, Chikoti Gardens, Begumpet, Hyderabad, Telangana 500016, India",2019-02-28 14:21:29 +0000 UTC,17.4231818,78.5476642,"2nd St, MBD Complex, HMT Nagar, Nacharam, Secunderabad, Telangana 500007, India",7.40,145.74,INR
Hyderabad,UberAuto,COMPLETED,2019-02-25 17:08:23 +0000 UTC,2019-02-25 17:14:52 +0000 UTC,17.41494,78.450155,"ANR Center, Rd Number 1, Mada Manzil, Banjara Hills, Hyderabad, Telangana 500004, India",2019-02-25 17:35:00 +0000 UTC,17.4488158,78.3835488,"NIFT, Hitech City Rd, Jaihind Enclave, Madhapur, Hyderabad, Telangana 500081, India",6.05,150.34,INR
Hyderabad,Moto,COMPLETED,2019-02-25 13:44:39 +0000 UTC,2019-02-25 13:49:32 +0000 UTC,17.4558733,78.478891,"Unnamed Road, Bowenpally Colony, Bowenpally, Hyderabad, Telangana 500011, India",2019-02-25 14:06:00 +0000 UTC,17.4447107,78.4660051,"Chikoti Gardens, Old Patigadda, Chikoti Gardens, Begumpet, Hyderabad, Telangana 500016, India",3.15,64.27,INR
Hyderabad,UberGo,COMPLETED,2019-02-24 18:09:18 +0000 UTC,2019-02-24 18:28:56 +0000 UTC,17.4479513,78.3842482,PVR Icon  Main Entrance PVR Icon Madhapur,2019-02-24 18:59:47 +0000 UTC,17.4558688,78.4789307,"Bowenpally,, New Bowenpally, Secunderabad, Telangana 500009, India",10.41,265.68,INR
Hyderabad,Express Pool: MATCHED,COMPLETED,2019-02-23 17:28:06 +0000 UTC,2019-02-23 17:35:07 +0000 UTC,17.4511222,78.3816747,"31, Hitech City Rd, Jaihind Enclave, Madhapur, Hyderabad, Telangana 500081, India",2019-02-23 18:08:21 +0000 UTC,17.4571553,78.478567,"Sri Apartments, AH43, Bowenpally Colony, Bowenpally, Hyderabad, Telangana 500011, India",11.23,149,INR
Hyderabad,UberAuto,CANCELED,2019-02-23 09:09:35 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"NITHM Main Gate, Urdu University Rd, Telecom Nagar, Gachibowli, Hyderabad, Telangana 500032, India",0.00,0,INR
Hyderabad,Express Pool,CANCELED,2019-02-23 09:05:33 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,17.4448715,78.487211,,1970-01-01 00:00:00 +0000 UTC,17.4448715,78.487211,"NITHM Main Gate, Urdu University Rd, Telecom Nagar, Gachibowli, Hyderabad, Telangana 500032, India",0.00,0,INR
Hyderabad,Moto,COMPLETED,2019-02-22 17:34:39 +0000 UTC,2019-02-22 17:41:37 +0000 UTC,17.4526067,78.363361,SLN Terminus Entry Gate SLN Terminus,2019-02-22 18:27:03 +0000 UTC,17.4563856,78.4790381,"Bowenpally,, New Bowenpally, Secunderabad, Telangana 500009, India",14.04,155,INR
Hyderabad,UberAuto,COMPLETED,2019-02-22 15:19:28 +0000 UTC,2019-02-22 15:50:35 +0000 UTC,17.4508841,78.3816316,"7/A/2, Hitech City Rd, Jaihind Enclave, Madhapur, Hyderabad, Telangana 500081, India",2019-02-22 15:58:23 +0000 UTC,17.4533165,78.3638856,"Shop No 1 & 2, Door No: 2-91/9/NR, Street Number 2, Ashok Nagar, Golden Habitat, Whitefields, Kondapur, Hyderabad, Telangana 500084, India",1.69,56.03,INR
Hyderabad,UberAuto,COMPLETED,2019-02-22 13:22:34 +0000 UTC,2019-02-22 13:26:17 +0000 UTC,17.3949783,78.3740367,"Luxor Heights Apartment Opp 3rd line, Alkapoor Township, Alkapoor, Puppalguda, Hyderabad, Telangana 500089, India",2019-02-22 14:10:50 +0000 UTC,17.4508018,78.3820049,"NIFT, Hitech City Rd, Jaihind Enclave, Madhapur, Hyderabad, Telangana 500081, India",5.84,140.82,INR
Hyderabad,Moto,COMPLETED,2019-02-22 11:06:01 +0000 UTC,2019-02-22 11:18:58 +0000 UTC,17.4439749,78.4657087,"1-10-66/A, Begumpet Road, Chikoti Gardens, Begumpet, Hyderabad, Telangana 500016, India",2019-02-22 11:53:28 +0000 UTC,17.3948454,78.3740366,"Luxor Heights Apartment Opp 3rd line, Alkapoor Township, Alkapoor, Puppalguda, Hyderabad, Telangana 500089, India",9.29,145,INR
Hyderabad,UberAuto,DRIVER_CANCELED,2019-02-22 10:52:29 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,17.444589,78.4685896,,1970-01-01 00:00:00 +0000 UTC,17.4426033,78.4644179,"Luxor Heights Apartment Opp 3rd line, Alkapoor Township, Alkapoor, Puppalguda, Hyderabad, Telangana 500089, India",0.00,10,INR
Hyderabad,UberAuto,COMPLETED,2019-02-20 13:45:35 +0000 UTC,2019-02-20 13:56:48 +0000 UTC,17.4410688,78.46532,"1-10-66/A, Begumpet Road, Chikoti Gardens, Begumpet, Hyderabad, Telangana 500016, India",2019-02-20 14:35:19 +0000 UTC,17.4231446,78.5477264,"2nd St, MBD Complex, HMT Nagar, Nacharam, Secunderabad, Telangana 500007, India",7.27,148.39,INR
Hyderabad,,UNFULFILLED,2019-02-20 13:42:32 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"2nd St, MBD Complex, HMT Nagar, Nacharam, Secunderabad, Telangana 500007, India",0.00,0,INR
Hyderabad,,UNFULFILLED,2019-02-20 13:39:41 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"2nd St, MBD Complex, HMT Nagar, Nacharam, Secunderabad, Telangana 500007, India",0.00,0,INR
Hyderabad,,UNFULFILLED,2019-02-20 13:37:23 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"2nd St, MBD Complex, HMT Nagar, Nacharam, Secunderabad, Telangana 500007, India",0.00,0,INR
Hyderabad,UberAuto,COMPLETED,2019-02-19 13:20:51 +0000 UTC,2019-02-19 13:33:28 +0000 UTC,17.4411355,78.4653844,"1-10-66/A, Begumpet Road, Chikoti Gardens, Begumpet, Hyderabad, Telangana 500016, India",2019-02-19 14:12:27 +0000 UTC,17.4231333,78.5478556,"2nd St, MBD Complex, HMT Nagar, Nacharam, Secunderabad, Telangana 500007, India",7.29,150.21,INR
Hyderabad,UberAuto,COMPLETED,2019-02-18 13:54:46 +0000 UTC,2019-02-18 14:12:15 +0000 UTC,17.4412373,78.4654293,"1-10-66/A, Begumpet Road, Chikoti Gardens, Begumpet, Hyderabad, Telangana 500016, India",2019-02-18 14:55:57 +0000 UTC,17.4231393,78.5476727,"2nd St, MBD Complex, HMT Nagar, Nacharam, Secunderabad, Telangana 500007, India",7.32,140.07,INR
Hyderabad,Moto,COMPLETED,2019-02-16 14:34:07 +0000 UTC,2019-02-16 14:42:54 +0000 UTC,17.4851643,78.3888165,"K P H B Phase 6, 9th Phase Rd, K P H B Phase 9, Kukatpally, Hyderabad, Telangana 500085, India",2019-02-16 15:17:04 +0000 UTC,17.4615523,78.4757114,"Bowenpally,, New Bowenpally, Secunderabad, Telangana 500009, India",8.34,127.7,INR
Hyderabad,Moto,CANCELED,2019-02-15 04:49:25 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,17.4916945,78.3933419,,1970-01-01 00:00:00 +0000 UTC,17.4915498,78.3932864,"NIFT, Hitech City Rd, Jaihind Enclave, Madhapur, Hyderabad, Telangana 500081, India",0.00,0,INR
Hyderabad,,UNFULFILLED,2019-02-15 04:44:45 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"NIFT, Hitech City Rd, Jaihind Enclave, Madhapur, Hyderabad, Telangana 500081, India",0.00,0,INR
Hyderabad,,UNFULFILLED,2019-02-15 04:42:22 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"NIFT, Hitech City Rd, Jaihind Enclave, Madhapur, Hyderabad, Telangana 500081, India",0.00,0,INR
Hyderabad,,UNFULFILLED,2019-02-15 04:39:27 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"NIFT, Hitech City Rd, Jaihind Enclave, Madhapur, Hyderabad, Telangana 500081, India",0.00,0,INR
Hyderabad,Moto,COMPLETED,2019-02-09 12:50:20 +0000 UTC,2019-02-09 13:03:52 +0000 UTC,17.4076577,78.4427697,"HNo 8/2/699/2, Rd Number 12, Amudi Nagar, Bhola Nagar, Banjara Hills, Hyderabad, Telangana 500034, India",2019-02-09 13:14:42 +0000 UTC,17.4177717,78.4504817,"IJ 37, Irram Manzil Colony, Punjagutta, Hyderabad, Telangana 500082, India",1.31,46.64,INR
Hyderabad,Moto,COMPLETED,2019-02-09 08:01:41 +0000 UTC,2019-02-09 08:13:11 +0000 UTC,17.4559915,78.4789606,"Unnamed Road, Bowenpally Colony, Bowenpally, Hyderabad, Telangana 500011, India",2019-02-09 08:47:16 +0000 UTC,17.4115241,78.444405,"8-2-674/B/2/28, Rd Number 13A, Sai Nagar Colony, Mithila Nagar, Banjara Hills, Hyderabad, Telangana 500034, India",6.90,120,INR
Hyderabad,Moto,CANCELED,2019-02-09 08:00:31 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"8-2-674/B/2/28, Rd Number 13A, Sai Nagar Colony, Mithila Nagar, Banjara Hills, Hyderabad, Telangana 500034, India",0.00,0,INR
Hyderabad,Moto,COMPLETED,2019-02-02 08:05:46 +0000 UTC,2019-02-02 08:11:05 +0000 UTC,17.4368355,78.4565979,"Begumpet Rd, Uma Nagar, Begumpet, Hyderabad, Telangana 500016, India",2019-02-02 08:25:59 +0000 UTC,17.4115367,78.4444618,"8-2-674/B/2/28, Rd Number 13A, Sai Nagar Colony, Mithila Nagar, Banjara Hills, Hyderabad, Telangana 500034, India",2.99,60.76,INR
Hyderabad,Express Pool,COMPLETED,2019-01-19 14:00:28 +0000 UTC,2019-01-19 14:13:45 +0000 UTC,17.4081395,78.4502365,Virinchi Hospitals Main Entrance Virinchi,2019-01-19 14:49:15 +0000 UTC,17.4562112,78.4794025,"BR Apartments, Bowenpally Colony,, AH43, Bowenpally Colony, Bowenpally, Hyderabad, Telangana 500011, India",6.33,144.1,INR
Hyderabad,,UNFULFILLED,2019-01-19 13:56:15 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"Bowenpally,, New Bowenpally, Secunderabad, Telangana 500009, India",0.00,0,INR
Hyderabad,UberAuto,CANCELED,2019-01-19 13:55:00 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"Bowenpally,, New Bowenpally, Secunderabad, Telangana 500009, India",0.00,0,INR
Hyderabad,UberAuto,CANCELED,2019-01-19 13:54:02 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"Bowenpally,, New Bowenpally, Secunderabad, Telangana 500009, India",0.00,0,INR
Hyderabad,Moto,COMPLETED,2019-01-06 12:41:08 +0000 UTC,2019-01-06 12:46:54 +0000 UTC,17.4100642,78.4466001,"# 101, Lushes Banjara, Road # 13-A, Happy Valley,Banjara Hills, Hyderabad, Telangana 500034, India",2019-01-06 12:55:12 +0000 UTC,17.4214526,78.4553293,"IJ 37, Irram Manzil Colony, Punjagutta, Hyderabad, Telangana 500082, India",1.77,38.35,INR
Hyderabad,,UNFULFILLED,2018-12-29 13:13:56 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"Old Bowenpally Cross Road, Anand Nagar Colony, Chinna Thokatta, Anand Nagar, Secunderabad, Telangana 500011, India",0.00,0,INR
Hyderabad,,UNFULFILLED,2018-12-29 13:11:24 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"Old Bowenpally Cross Road, Anand Nagar Colony, Chinna Thokatta, Anand Nagar, Secunderabad, Telangana 500011, India",0.00,0,INR
Hyderabad,,UNFULFILLED,2018-12-29 13:08:16 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"Old Bowenpally Cross Road, Anand Nagar Colony, Chinna Thokatta, Anand Nagar, Secunderabad, Telangana 500011, India",0.00,0,INR
Hyderabad,Moto,CANCELED,2018-12-29 13:07:43 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,17.4161448,78.4476818,,1970-01-01 00:00:00 +0000 UTC,17.4161448,78.4476817,"Old Bowenpally Cross Road, Anand Nagar Colony, Chinna Thokatta, Anand Nagar, Secunderabad, Telangana 500011, India",0.00,0,INR
Hyderabad,UberAuto,CANCELED,2018-12-29 13:05:13 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,17.405379,78.4515959,,1970-01-01 00:00:00 +0000 UTC,17.4058296,78.4515803,"Old Bowenpally Cross Road, Anand Nagar Colony, Chinna Thokatta, Anand Nagar, Secunderabad, Telangana 500011, India",0.00,0,INR
Hyderabad,UberAuto,CANCELED,2018-12-29 12:56:39 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,17.4064777,78.4569848,,1970-01-01 00:00:00 +0000 UTC,17.4041628,78.4574076,"Old Bowenpally Cross Road, Anand Nagar Colony, Chinna Thokatta, Anand Nagar, Secunderabad, Telangana 500011, India",0.00,0,INR
Hyderabad,UberAuto,CANCELED,2018-12-29 12:53:09 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"Bowenpally,, New Bowenpally, Secunderabad, Telangana 500009, India",0.00,0,INR
Hyderabad,UberAuto,CANCELED,2018-12-29 12:52:49 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"Bowenpally,, New Bowenpally, Secunderabad, Telangana 500009, India",0.00,0,INR
Hyderabad,UberAuto,CANCELED,2018-12-29 05:38:09 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,17.4575189,78.4779378,,1970-01-01 00:00:00 +0000 UTC,17.4566242,78.4789114,"8-2-674/B/2/28, Rd Number 13A, Sai Nagar Colony, Mithila Nagar, Banjara Hills, Hyderabad, Telangana 500034, India",0.00,10,INR
Hyderabad,Moto,CANCELED,2018-12-29 05:36:50 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"8-2-674/B/2/28, Rd Number 13A, Sai Nagar Colony, Mithila Nagar, Banjara Hills, Hyderabad, Telangana 500034, India",0.00,0,INR
Hyderabad,Pool,CANCELED,2018-12-28 14:17:48 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"Bowenpally,, New Bowenpally, Secunderabad, Telangana 500009, India",0.00,0,INR
Hyderabad,UberAuto,CANCELED,2018-12-28 14:15:49 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"Bowenpally,, New Bowenpally, Secunderabad, Telangana 500009, India",0.00,0,INR
Hyderabad,UberAuto,CANCELED,2018-12-28 12:48:44 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"Bowenpally,, New Bowenpally, Secunderabad, Telangana 500009, India",0.00,0,INR
Hyderabad,UberAuto,CANCELED,2018-12-28 05:38:21 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,17.4404263,78.4547496,,1970-01-01 00:00:00 +0000 UTC,17.4402299,78.4549369,"8-2-674/B/2/28, Rd Number 13A, Sai Nagar Colony, Mithila Nagar, Banjara Hills, Hyderabad, Telangana 500034, India",0.00,0,INR
Hyderabad,UberAuto,CANCELED,2018-12-28 05:36:26 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"8-2-674/B/2/28, Rd Number 13A, Sai Nagar Colony, Mithila Nagar, Banjara Hills, Hyderabad, Telangana 500034, India",0.00,0,INR
Hyderabad,Moto,CANCELED,2018-12-28 05:36:09 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"8-2-674/B/2/28, Rd Number 13A, Sai Nagar Colony, Mithila Nagar, Banjara Hills, Hyderabad, Telangana 500034, India",0.00,0,INR
Hyderabad,Moto,CANCELED,2018-12-28 05:21:16 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,17.4320504,78.4474656,,1970-01-01 00:00:00 +0000 UTC,17.4296197,78.4567002,"8-2-674/B/2/28, Rd Number 13A, Sai Nagar Colony, Mithila Nagar, Banjara Hills, Hyderabad, Telangana 500034, India",0.00,0,INR
Hyderabad,Moto,CANCELED,2018-12-28 05:05:22 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"8-2-674/B/2/28, Rd Number 13A, Sai Nagar Colony, Mithila Nagar, Banjara Hills, Hyderabad, Telangana 500034, India",0.00,0,INR
Hyderabad,Pool: MATCHED,CANCELED,2018-12-27 15:32:42 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,17.4435092,78.4801878,,1970-01-01 00:00:00 +0000 UTC,17.4435324,78.4805822,"Plot No. A5, Dr. A S Rao Nagar Road, Rukminipuri Colony, Beside Poulomi Hospital, Dr. A S Rao Nagar, Lakshmipuram Colony, Rukminipuri Colony, Dr AS Rao Nagar, Hyderabad, Telangana 500062, India",0.00,0,INR
Hyderabad,UberGo,COMPLETED,2018-12-24 17:43:09 +0000 UTC,2018-12-24 18:02:42 +0000 UTC,17.4104767,78.43738,"6, 241, Rd Number 12, NBT Nagar, Banjara Hills, Hyderabad, Telangana 500034, India",2018-12-24 18:20:24 +0000 UTC,17.4426526,78.4656411,"Old Patigadda, Chikoti Gardens, Begumpet, Hyderabad, Telangana 500016, India",5.54,177.48,INR
Hyderabad,UberAuto,CANCELED,2018-12-24 17:41:48 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"Old Patigadda, Chikoti Gardens, Begumpet, Hyderabad, Telangana 500016, India",0.00,0,INR
Hyderabad,UberGo,CANCELED,2018-12-24 17:41:07 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,17.3990296,78.4501066,,1970-01-01 00:00:00 +0000 UTC,17.3990296,78.4501066,"Old Patigadda, Chikoti Gardens, Begumpet, Hyderabad, Telangana 500016, India",0.00,0,INR
Hyderabad,,UNFULFILLED,2018-12-24 17:38:31 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"Old Patigadda, Chikoti Gardens, Begumpet, Hyderabad, Telangana 500016, India",0.00,0,INR
Hyderabad,UberAuto,COMPLETED,2018-12-24 15:20:52 +0000 UTC,2018-12-24 15:23:36 +0000 UTC,17.4446071,78.4660027,"1-10-44/2, Chikoti Garden Rd, Old Patigadda, Chikoti Gardens, Begumpet, Hyderabad, Telangana 500016, India",2018-12-24 15:41:27 +0000 UTC,17.4106905,78.4372932,"6, 241, Rd Number 12, NBT Nagar, Banjara Hills, Hyderabad, Telangana 500034, India",4.48,92.8,INR
Hyderabad,Pool,CANCELED,2018-12-24 14:38:08 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"SD Road, Sappu Bagh Apaprtment, Jogani, Ramgopalpet, Secunderabad, Telangana 500003, India",0.00,0,INR
Hyderabad,Pool,CANCELED,2018-12-24 14:34:33 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"Old Patigadda, Chikoti Gardens, Begumpet, Hyderabad, Telangana 500016, India",0.00,0,INR
